customerID,begin_date,end_date,type,paperless_billing,payment_method,monthly_charges,total_charges,gender,senior_citizen,partner,dependents,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn
4250-ZBWLV,2/1/2014,10/1/2019 0:00,One year,0,Electronic check,108.45,7176.55,0,0,0,0,1,Fiber optic,0,1,1,1,1,1,1
4254-QPEDE,10/1/2015,No,Two year,0,Credit card (automatic),66.25,3330.1,1,0,1,0,-1,DSL,1,1,1,1,1,1,0
4255-DDUOU,11/1/2019,12/1/2019 0:00,Month-to-month,1,Mailed check,20.5,20.5,1,0,1,1,0,No,-1,-1,-1,-1,-1,-1,1
4256-ZWTZI,9/1/2019,No,Month-to-month,1,Mailed check,51,286.8,1,0,0,1,0,DSL,0,0,0,1,0,0,0
4257-GAESD,8/1/2019,No,Month-to-month,0,Credit card (automatic),45,298.7,1,0,0,0,-1,DSL,0,0,0,0,1,1,0
4273-MBHYA,1/1/2020,No,Month-to-month,1,Electronic check,89.35,89.35,1,0,0,1,0,Fiber optic,0,0,0,0,1,1,0
4274-DRSQT,8/1/2014,No,One year,1,Bank transfer (automatic),88.9,6000.1,1,0,0,0,1,Fiber optic,0,1,0,0,1,0,0
4274-OWWYO,10/1/2019,11/1/2019 0:00,Month-to-month,1,Electronic check,74.35,74.35,0,0,0,0,0,Fiber optic,0,1,0,0,0,0,1
4277-BWBML,2/1/2014,No,Two year,0,Bank transfer (automatic),19.95,1322.85,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
4277-PVRAN,3/1/2019,11/1/2019 0:00,Month-to-month,1,Bank transfer (automatic),80.1,679.3,1,0,0,0,0,Fiber optic,0,0,0,0,1,0,1
4277-UDIEF,2/1/2018,No,Month-to-month,0,Bank transfer (automatic),81,1923.85,0,0,1,1,1,DSL,1,0,0,1,1,1,0
4280-DLSHD,6/1/2019,No,Month-to-month,1,Mailed check,54.75,445.85,0,0,1,0,0,DSL,0,1,1,0,0,0,0
4282-ACRXS,12/1/2016,No,Month-to-month,1,Electronic check,24.85,955.75,0,1,1,0,-1,DSL,0,0,0,0,0,0,0
4282-MSACW,6/1/2014,No,One year,1,Credit card (automatic),117.2,8035.95,0,0,0,0,1,Fiber optic,1,1,1,1,1,1,0
4282-YMKNA,3/1/2019,12/1/2019 0:00,Month-to-month,1,Electronic check,74.75,706.6,1,0,0,0,1,Fiber optic,0,0,0,0,0,0,1
4283-FUTGF,5/1/2018,12/1/2019 0:00,Month-to-month,1,Electronic check,79.85,1471.75,0,1,0,0,1,Fiber optic,0,0,1,0,0,0,1
4283-IVYCI,5/1/2019,No,Month-to-month,0,Mailed check,64.95,547.8,0,0,0,0,0,DSL,1,0,0,1,0,1,0
4285-GYRQC,3/1/2019,10/1/2019 0:00,Month-to-month,1,Electronic check,86.25,587.1,1,0,1,0,0,Fiber optic,0,0,1,0,1,0,1
4289-DTDKW,8/1/2016,12/1/2019 0:00,Month-to-month,1,Electronic check,101.3,4113.1,0,0,1,0,1,Fiber optic,0,1,0,0,1,1,1
4290-BSXUX,7/1/2019,10/1/2019 0:00,Month-to-month,1,Bank transfer (automatic),79.65,251.75,0,0,1,0,1,Fiber optic,0,0,0,1,0,0,1
4291-HPAXL,1/1/2020,No,Month-to-month,0,Mailed check,19.85,19.85,0,0,0,1,0,No,-1,-1,-1,-1,-1,-1,0
4291-HYEBC,10/1/2017,No,One year,1,Electronic check,39.1,1096.6,1,1,1,1,-1,DSL,0,1,0,0,0,1,0
4291-SHSBH,7/1/2019,No,Month-to-month,1,Electronic check,69.55,521.35,0,0,0,0,0,Fiber optic,0,0,0,0,0,0,0
4291-TPNFG,2/1/2014,No,Two year,1,Bank transfer (automatic),82.3,5980.55,0,0,1,0,1,DSL,1,1,1,1,0,1,0
4291-YZODP,7/1/2019,No,One year,0,Mailed check,20.05,96.8,1,0,0,1,0,No,-1,-1,-1,-1,-1,-1,0
4293-ETKAP,9/1/2014,No,Two year,1,Bank transfer (automatic),79.4,5071.9,1,0,1,1,1,DSL,0,1,0,1,1,1,0
4295-YURET,6/1/2015,No,Two year,1,Credit card (automatic),72.6,4084.35,1,1,1,1,0,DSL,1,0,0,1,1,1,0
4298-OYIFC,11/1/2018,No,Month-to-month,1,Electronic check,103.45,1539.8,0,0,1,0,1,Fiber optic,0,0,1,1,1,1,0
4299-OPXEJ,6/1/2015,No,Two year,1,Bank transfer (automatic),19.55,1080.55,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
4299-SIMNS,5/1/2019,No,Month-to-month,1,Electronic check,81.15,784.45,0,0,0,0,1,Fiber optic,1,0,0,0,0,0,0
4301-VVZKA,10/1/2018,No,Month-to-month,1,Electronic check,75.4,1189.4,0,0,1,0,1,Fiber optic,0,0,0,0,0,0,0
4302-ZYFEL,5/1/2014,No,One year,1,Credit card (automatic),20.55,1403.1,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
4304-TSPVK,6/1/2014,No,Two year,0,Bank transfer (automatic),114.9,7843.55,1,0,1,0,1,Fiber optic,1,1,1,1,1,1,0
4304-XUMGI,12/1/2015,No,Two year,1,Bank transfer (automatic),75.15,3822.45,0,1,1,1,1,DSL,1,1,1,0,0,1,0
4307-KTUMW,5/1/2015,10/1/2019 0:00,Month-to-month,0,Electronic check,93.9,5029.2,0,0,1,0,1,Fiber optic,1,0,1,0,0,1,1
4307-KWMXE,4/1/2019,No,Month-to-month,0,Electronic check,35.75,389.8,0,0,0,0,-1,DSL,0,1,0,1,0,0,0
4310-KEDTB,12/1/2017,No,Month-to-month,1,Mailed check,29.8,786.5,1,0,0,1,-1,DSL,0,0,1,0,0,0,0
4311-QTTAI,10/1/2018,No,One year,0,Credit card (automatic),19.35,295.55,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
4312-GVYNH,4/1/2014,No,Two year,1,Bank transfer (automatic),49.85,3370.2,1,0,1,0,-1,DSL,1,0,1,1,0,1,0
4312-KFRXN,2/1/2014,No,Two year,0,Mailed check,25.4,1710.9,0,0,1,0,1,No,-1,-1,-1,-1,-1,-1,0
4315-MURBD,11/1/2018,11/1/2019 0:00,Month-to-month,1,Bank transfer (automatic),98.9,1120.95,1,0,0,0,0,Fiber optic,1,0,0,1,1,1,1
4316-XCSLJ,9/1/2018,No,Month-to-month,1,Mailed check,50.3,846.8,0,0,0,1,0,DSL,1,0,0,0,0,0,0
4317-VTEOA,11/1/2019,12/1/2019 0:00,Month-to-month,1,Electronic check,50.75,50.75,0,0,0,0,0,DSL,0,1,0,0,0,0,1
4318-RAJVY,4/1/2019,No,One year,1,Mailed check,19.8,198.25,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
4320-QMLLA,7/1/2019,No,Month-to-month,0,Mailed check,54.85,370.4,0,0,0,0,0,DSL,0,0,0,0,1,0,0
4322-RCYMT,3/1/2014,11/1/2019 0:00,One year,1,Bank transfer (automatic),75.8,5293.95,0,0,1,1,1,DSL,0,1,1,1,0,1,1
4323-ELYYB,1/1/2019,No,One year,0,Mailed check,20,218.55,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
4323-OHFOW,4/1/2014,No,One year,1,Bank transfer (automatic),105.55,7195.35,1,1,1,0,1,Fiber optic,0,1,0,1,1,1,0
4323-SADQS,6/1/2019,1/1/2020 0:00,Month-to-month,1,Electronic check,34.5,279.25,0,0,1,1,-1,DSL,1,0,0,1,0,0,1
4324-AHJKS,9/1/2019,No,Month-to-month,0,Credit card (automatic),55.8,300.4,1,0,0,0,0,DSL,1,0,1,0,0,0,0
4324-BZCKL,4/1/2019,No,Month-to-month,1,Mailed check,55.55,551.3,1,0,1,1,0,DSL,0,1,1,0,0,0,0
4325-NFSKC,3/1/2018,10/1/2019 0:00,Month-to-month,1,Electronic check,90.6,1660,0,1,0,0,1,Fiber optic,1,0,0,0,1,0,1
4328-VUFWD,11/1/2016,No,One year,0,Electronic check,59.3,2209.15,1,0,0,0,0,DSL,0,0,0,1,0,1,0
4329-YPDDQ,6/1/2018,No,Month-to-month,1,Bank transfer (automatic),108.2,2203.7,0,0,0,0,0,Fiber optic,1,1,1,1,1,1,0
4332-MUOEZ,6/1/2018,No,One year,0,Credit card (automatic),94.3,1818.3,0,1,1,1,0,Fiber optic,1,0,1,1,0,1,0
4334-HOWRP,2/1/2014,No,Two year,1,Credit card (automatic),64.95,4546,0,1,1,0,-1,DSL,1,1,1,1,1,1,0
4335-BSMJS,12/1/2014,No,Two year,1,Credit card (automatic),25.8,1563.95,1,0,0,0,1,No,-1,-1,-1,-1,-1,-1,0
4335-UPJSI,2/1/2018,No,Two year,0,Mailed check,19.75,498.1,1,0,0,1,0,No,-1,-1,-1,-1,-1,-1,0
4338-EYCER,5/1/2018,No,Month-to-month,0,Bank transfer (automatic),54.6,1125.2,0,0,1,0,0,DSL,0,0,0,0,1,0,0
4342-HENTK,8/1/2019,10/1/2019 0:00,Month-to-month,1,Electronic check,70.65,142.35,1,1,0,0,0,Fiber optic,0,0,0,0,0,0,1
4342-HFXWS,2/1/2016,No,One year,0,Bank transfer (automatic),69.7,3023.65,1,0,1,1,0,DSL,1,0,1,1,1,0,0
4343-EJVQB,7/1/2019,No,Month-to-month,0,Mailed check,74.35,533.6,0,0,0,0,0,Fiber optic,1,0,0,0,0,0,0
4349-GFQHK,9/1/2019,10/1/2019 0:00,Month-to-month,0,Electronic check,54.35,54.35,0,0,0,0,1,DSL,0,0,1,0,0,0,1
4350-ZTLPI,9/1/2015,No,One year,1,Bank transfer (automatic),108.95,5718.2,1,0,1,0,1,Fiber optic,0,1,1,1,1,1,0
4351-QLCSU,12/1/2019,1/1/2020 0:00,Month-to-month,1,Credit card (automatic),55,55,1,0,0,0,0,DSL,0,0,0,0,1,0,1
4353-HYOJD,11/1/2017,No,Month-to-month,0,Mailed check,49.85,1336.15,1,0,1,1,0,DSL,0,1,0,0,0,0,0
4355-CVPVS,6/1/2015,No,One year,0,Bank transfer (automatic),88.9,4968,1,0,1,1,0,Fiber optic,0,0,0,0,1,1,0
4355-HBJHH,4/1/2014,11/1/2019 0:00,Two year,1,Electronic check,79.7,5293.4,0,0,1,1,1,DSL,1,0,1,0,1,1,1
4359-INNWN,9/1/2018,No,One year,0,Credit card (automatic),20.05,337.9,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
4360-PNRQB,8/1/2018,No,Month-to-month,1,Bank transfer (automatic),75.6,1395.05,0,0,0,0,1,Fiber optic,0,0,0,0,0,0,0
4360-QRAVE,1/1/2017,No,Month-to-month,0,Electronic check,36.65,1315,0,1,0,0,-1,DSL,0,1,1,0,0,0,0
4361-BKAXE,5/1/2016,10/1/2019 0:00,Month-to-month,1,Bank transfer (automatic),114.5,4527.45,1,0,0,0,1,Fiber optic,1,1,1,1,1,1,1
4361-FEBGN,2/1/2016,No,Two year,0,Credit card (automatic),20.15,982.95,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
4361-JEIVL,11/1/2019,12/1/2019 0:00,Month-to-month,1,Electronic check,44.4,44.4,0,0,0,1,0,DSL,0,0,0,0,0,0,1
4365-MSDYN,6/1/2019,No,Month-to-month,1,Bank transfer (automatic),19.55,161.15,0,0,1,0,0,No,-1,-1,-1,-1,-1,-1,0
4366-CTOUZ,12/1/2015,No,Two year,1,Mailed check,100.2,5038.45,1,0,0,0,0,Fiber optic,0,1,0,1,1,1,0
4367-NHWMM,1/1/2020,No,Month-to-month,1,Mailed check,24.9,24.9,1,0,0,0,-1,DSL,0,0,0,0,0,0,0
4367-NUYAO,2/1/2020,No,Two year,0,Mailed check,25.75,0,0,0,1,1,1,No,-1,-1,-1,-1,-1,-1,0
4369-HTUIF,7/1/2019,1/1/2020 0:00,Month-to-month,1,Bank transfer (automatic),85.15,503.6,0,1,0,0,0,Fiber optic,1,0,0,0,1,0,1
4369-NYSCF,6/1/2015,No,One year,1,Bank transfer (automatic),75.75,4284.65,0,0,0,0,0,DSL,0,1,0,1,1,1,0
4373-MAVJG,11/1/2018,1/1/2020 0:00,Month-to-month,1,Bank transfer (automatic),90.9,1259,1,0,1,1,1,Fiber optic,0,1,0,0,0,1,1
4373-VVHQL,1/1/2020,No,Month-to-month,1,Electronic check,44.75,44.75,0,0,0,0,0,DSL,0,0,0,0,0,0,0
4374-YMUSQ,4/1/2017,No,One year,0,Credit card (automatic),116.25,3899.05,0,0,0,0,1,Fiber optic,1,1,1,1,1,1,0
4376-KFVRS,2/1/2014,No,Two year,1,Credit card (automatic),114.05,8468.2,0,0,1,1,1,Fiber optic,1,1,1,1,1,1,0
4377-VDHYI,6/1/2017,No,One year,1,Electronic check,90.8,3023.85,0,0,1,1,0,Fiber optic,1,1,0,0,0,1,0
4378-BZYFP,9/1/2018,No,One year,1,Mailed check,20.5,365.8,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
4378-MYPGO,6/1/2014,No,Two year,1,Bank transfer (automatic),105.25,7173.15,0,0,1,1,0,Fiber optic,1,1,1,0,1,1,0
4381-MHQDC,3/1/2016,No,Two year,1,Mailed check,65,2879.9,1,0,0,0,1,DSL,1,0,1,1,0,0,0
4385-GZQXV,6/1/2018,10/1/2019 0:00,Month-to-month,1,Electronic check,94.45,1511.2,1,1,0,0,0,Fiber optic,0,0,0,1,1,1,1
4385-ZKVNW,6/1/2016,No,Month-to-month,1,Bank transfer (automatic),54.9,2549.1,0,0,1,1,0,DSL,0,1,0,1,0,0,0
4389-UEFCZ,2/1/2014,No,Two year,1,Electronic check,105.5,7544,1,0,1,0,1,Fiber optic,1,0,1,0,1,1,0
4390-KYULV,8/1/2019,11/1/2019 0:00,Month-to-month,1,Credit card (automatic),20.55,51.15,0,0,1,0,0,No,-1,-1,-1,-1,-1,-1,1
4391-LNRXK,4/1/2018,No,Month-to-month,1,Bank transfer (automatic),94.95,2142.8,0,0,0,0,0,Fiber optic,0,1,1,1,0,1,0
4391-RESHN,12/1/2017,11/1/2019 0:00,Month-to-month,1,Mailed check,104.05,2470.1,0,0,0,0,1,Fiber optic,0,0,1,1,1,1,1
4393-GEADV,4/1/2014,No,Two year,0,Credit card (automatic),114.75,7842.3,0,0,1,1,1,Fiber optic,1,1,1,1,1,1,0
4393-OBCRR,11/1/2019,No,One year,0,Mailed check,20.25,71.2,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
4393-RYCRE,6/1/2016,No,One year,1,Electronic check,106.05,4510.8,0,0,0,0,0,Fiber optic,1,1,1,0,1,1,0
4395-PZMSN,9/1/2019,No,Month-to-month,1,Electronic check,85.55,408.5,0,1,0,0,0,Fiber optic,0,1,0,0,0,1,0
4396-KLSEH,10/1/2019,No,Month-to-month,1,Electronic check,19.85,63,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
4397-FRLTA,10/1/2019,No,Month-to-month,0,Mailed check,20.15,84.5,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
4398-HSCJH,10/1/2019,1/1/2020 0:00,Month-to-month,1,Electronic check,63.6,155.65,1,0,0,0,1,DSL,0,0,0,1,1,0,1
4402-FTBXC,8/1/2015,No,Month-to-month,0,Mailed check,89.8,4667,0,0,0,0,0,Fiber optic,1,0,1,0,1,0,0
4403-BWPAY,12/1/2018,No,One year,1,Credit card (automatic),24.8,321.7,0,0,0,0,1,No,-1,-1,-1,-1,-1,-1,0
4404-HIBDJ,12/1/2017,1/1/2020 0:00,One year,0,Mailed check,74.3,1863.8,1,0,0,0,0,DSL,1,1,1,1,1,0,1
4412-YLTKF,10/1/2017,1/1/2020 0:00,Month-to-month,1,Electronic check,78.05,2135.5,1,1,0,0,1,Fiber optic,0,0,1,0,0,0,1
4415-IJZTP,9/1/2019,10/1/2019 0:00,Month-to-month,1,Electronic check,74.5,74.5,1,0,0,0,1,Fiber optic,0,0,0,0,0,0,1
4415-WNGVR,2/1/2019,No,One year,1,Electronic check,79.2,943.85,1,1,1,0,0,DSL,1,0,1,1,1,1,0
4418-LZMSV,1/1/2019,No,Month-to-month,0,Bank transfer (automatic),61.8,750.1,0,0,1,1,0,DSL,0,1,1,1,0,0,0
4419-UJMUS,5/1/2014,No,Two year,1,Electronic check,99.35,6856.45,0,0,1,1,1,Fiber optic,0,0,0,1,1,1,0
4422-QVIJA,3/1/2017,No,Month-to-month,0,Mailed check,50.15,1655.35,1,0,0,1,1,DSL,0,0,0,0,0,0,0
4423-JWZJN,10/1/2014,No,One year,0,Credit card (automatic),90.25,5629.15,0,0,1,1,1,Fiber optic,0,0,1,0,0,1,0
4423-YLHDV,2/1/2018,11/1/2019 0:00,Month-to-month,1,Bank transfer (automatic),104.4,2200.25,1,0,1,0,1,Fiber optic,1,0,1,0,1,1,1
4424-TKOPW,10/1/2019,12/1/2019 0:00,Month-to-month,1,Electronic check,93.85,196.75,0,1,0,0,1,Fiber optic,0,0,0,0,1,1,1
4425-OWHWB,6/1/2018,No,One year,1,Credit card (automatic),19.35,433.75,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
4429-WYGFR,12/1/2017,No,Month-to-month,0,Bank transfer (automatic),49.15,1237.3,0,0,0,0,0,DSL,0,0,0,1,0,0,0
4430-UZIPO,9/1/2019,12/1/2019 0:00,Month-to-month,1,Mailed check,36.85,108.7,0,0,0,0,-1,DSL,0,1,0,1,0,0,1
4430-YHXGG,10/1/2019,No,Month-to-month,1,Mailed check,25.45,84.2,1,0,0,1,1,No,-1,-1,-1,-1,-1,-1,0
4431-EDMIQ,7/1/2019,No,Month-to-month,1,Electronic check,75.7,554.05,1,0,1,1,0,DSL,1,1,1,1,1,0,0
4432-ADRLB,9/1/2019,11/1/2019 0:00,Month-to-month,0,Mailed check,44.65,74.9,0,0,0,0,0,DSL,0,0,0,0,0,0,1
4433-JCGCG,2/1/2016,12/1/2019 0:00,Month-to-month,1,Electronic check,101,4680.05,0,1,1,0,1,Fiber optic,0,0,1,0,1,1,1
4439-JMPMT,7/1/2019,12/1/2019 0:00,Month-to-month,1,Electronic check,85.75,470.95,1,0,1,1,0,Fiber optic,0,0,0,1,1,0,1
4439-YRNVD,4/1/2019,No,Month-to-month,0,Electronic check,36.25,374,1,0,0,0,-1,DSL,0,1,0,1,0,0,0
4441-NIHPT,11/1/2018,12/1/2019 0:00,Month-to-month,1,Electronic check,74.3,940.35,1,1,0,0,0,Fiber optic,0,0,1,0,0,0,1
4443-EMBNA,3/1/2014,No,Two year,0,Bank transfer (automatic),24.75,1836.9,1,0,1,0,1,No,-1,-1,-1,-1,-1,-1,0
4445-KWOKW,8/1/2016,No,One year,1,Bank transfer (automatic),60.15,2421.6,1,0,0,0,1,DSL,1,1,0,0,0,0,0
4445-ZJNMU,5/1/2019,No,Month-to-month,1,Credit card (automatic),99.3,918.75,0,0,0,0,1,Fiber optic,0,1,0,0,1,1,0
4446-BZKHU,9/1/2014,10/1/2019 0:00,Month-to-month,1,Electronic check,105.55,6281.45,0,0,1,0,1,Fiber optic,0,1,1,0,1,1,1
4450-DLLMH,12/1/2019,No,Month-to-month,1,Credit card (automatic),71.3,157.75,0,0,0,0,0,Fiber optic,0,0,0,0,0,0,0
4450-MDZFX,2/1/2015,No,Month-to-month,0,Bank transfer (automatic),74.35,4453.3,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,0
4450-YOOHP,11/1/2016,No,Month-to-month,1,Credit card (automatic),50.65,1905.4,1,0,0,0,-1,DSL,0,0,1,0,1,1,0
4451-RWASJ,11/1/2018,No,One year,1,Mailed check,19.5,239.75,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
4452-QIIEB,7/1/2019,No,Month-to-month,0,Mailed check,43.9,278.4,0,0,0,0,0,DSL,0,0,0,0,0,0,0
4452-ROHMO,11/1/2018,No,Two year,0,Mailed check,19.6,331.6,1,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
4455-BFSPD,1/1/2015,No,One year,0,Bank transfer (automatic),101.15,6383.9,1,0,1,0,1,Fiber optic,0,0,0,1,1,1,0
4456-RHSNB,7/1/2018,No,Month-to-month,1,Bank transfer (automatic),49.6,962.9,1,0,1,1,0,DSL,0,0,1,0,0,0,0
4458-KVRBJ,3/1/2015,No,Two year,0,Mailed check,25,1510.5,0,0,0,0,1,No,-1,-1,-1,-1,-1,-1,0
4459-BBGHE,8/1/2017,No,Month-to-month,1,Electronic check,44.5,1307.8,0,0,0,1,-1,DSL,0,0,0,0,1,1,0
4462-CYWMH,12/1/2014,No,Month-to-month,1,Bank transfer (automatic),89.8,5629.55,0,1,1,0,1,Fiber optic,0,1,0,0,0,1,0
4464-JCOLN,11/1/2019,1/1/2020 0:00,One year,0,Mailed check,19.85,35.9,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,1
4465-VDKIQ,8/1/2018,No,Month-to-month,0,Electronic check,77.8,1358.6,1,0,0,0,0,Fiber optic,0,1,1,0,0,0,0
4468-KAZHE,6/1/2018,No,Month-to-month,1,Electronic check,60,1259.35,1,1,1,0,0,DSL,0,1,0,0,0,1,0
4468-YDOVK,9/1/2019,No,Month-to-month,1,Bank transfer (automatic),48.65,235.2,0,0,0,1,0,DSL,0,0,0,1,0,0,0
4471-KXAUH,4/1/2016,10/1/2019 0:00,Month-to-month,1,Electronic check,84.3,3588.4,1,0,1,0,1,Fiber optic,0,0,1,1,0,0,1
4472-LVYGI,2/1/2020,No,Two year,1,Bank transfer (automatic),52.55,0,1,0,1,1,-1,DSL,1,0,1,1,1,0,0
4472-VESGY,10/1/2015,No,Month-to-month,0,Bank transfer (automatic),98.15,4993.4,1,0,1,1,1,Fiber optic,1,1,1,0,0,1,0
4475-NVTLU,5/1/2016,No,Two year,0,Electronic check,19.2,903.7,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
4476-OSWTN,5/1/2014,No,One year,1,Mailed check,110.55,7610.1,0,1,1,0,1,Fiber optic,1,0,1,1,1,1,0
4480-MBMLB,2/1/2017,No,One year,1,Bank transfer (automatic),104.8,3886.45,1,0,0,0,1,Fiber optic,0,1,1,0,1,1,0
4480-QQRHC,6/1/2019,No,Month-to-month,1,Bank transfer (automatic),74.05,600.15,1,1,0,0,0,Fiber optic,0,0,1,0,0,0,0
4482-EWFMI,12/1/2019,No,Month-to-month,1,Electronic check,69.7,135.2,1,0,0,0,0,Fiber optic,0,0,0,0,0,0,0
4482-FTFFX,9/1/2019,No,Month-to-month,0,Electronic check,56.15,291.45,0,0,0,0,0,DSL,0,0,1,1,0,0,0
4484-CGXFK,9/1/2019,12/1/2019 0:00,Month-to-month,1,Electronic check,55.3,196.15,1,0,0,0,0,DSL,0,0,0,0,0,1,1
4484-GLZOU,9/1/2015,1/1/2020 0:00,Month-to-month,1,Electronic check,105.05,5624.85,1,0,1,0,1,Fiber optic,0,1,1,0,1,1,1
4486-EFAEB,1/1/2019,No,Month-to-month,1,Electronic check,20.4,251.65,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,0
4487-ZYJZK,12/1/2016,No,One year,0,Credit card (automatic),19.6,763.1,1,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
4488-KQFDT,1/1/2015,No,One year,1,Electronic check,103.95,6423,1,0,0,0,1,Fiber optic,0,1,1,0,1,1,0
4488-PSYCG,6/1/2018,10/1/2019 0:00,Month-to-month,0,Bank transfer (automatic),20.25,327.45,0,0,0,0,0,No,-1,-1,-1,-1,-1,-1,1
4489-SNOJF,1/1/2017,12/1/2019 0:00,Month-to-month,0,Electronic check,72.25,2568.55,1,0,1,1,1,DSL,1,0,1,1,1,0,1
4495-LHSSK,8/1/2018,No,Month-to-month,0,Mailed check,57.65,992.7,1,0,0,1,1,DSL,1,0,0,0,0,0,0
4500-HKANN,3/1/2018,No,Two year,0,Mailed check,59.7,1414.2,0,0,1,1,1,DSL,0,1,0,1,0,0,0
4501-EQDRN,12/1/2019,1/1/2020 0:00,Month-to-month,0,Bank transfer (automatic),69.7,69.7,1,0,0,0,0,Fiber optic,0,0,0,0,0,0,1
4501-UYKBC,4/1/2016,No,One year,1,Credit card (automatic),69.1,3255.35,1,1,0,0,1,DSL,0,0,1,1,0,1,0
4501-VCPFK,12/1/2017,No,Month-to-month,0,Electronic check,35.75,1022.5,0,0,0,0,-1,DSL,0,0,1,1,0,0,0
4503-BDXBD,11/1/2018,10/1/2019 0:00,Month-to-month,0,Electronic check,74.95,815.5,0,0,0,0,0,Fiber optic,0,1,0,0,0,0,1
4504-YOULA,3/1/2017,No,Month-to-month,1,Credit card (automatic),59.45,2136.9,1,0,1,1,1,DSL,1,1,0,0,0,0,0
4505-EXZHB,4/1/2019,10/1/2019 0:00,Month-to-month,0,Electronic check,74.4,434.1,1,1,0,0,0,Fiber optic,0,0,1,0,0,0,1
4508-OEBEY,7/1/2017,No,One year,1,Credit card (automatic),75.5,2424.45,0,0,1,0,0,DSL,1,1,1,1,0,1,0
4510-HIMLV,9/1/2019,10/1/2019 0:00,Month-to-month,1,Electronic check,69.8,69.8,0,0,0,0,0,Fiber optic,0,0,0,0,0,0,1
4510-PYUSH,8/1/2016,10/1/2019 0:00,Month-to-month,1,Credit card (automatic),57.15,2250.65,1,1,0,0,0,DSL,1,1,0,0,0,0,1
4512-ZUIYL,10/1/2019,12/1/2019 0:00,Month-to-month,0,Bank transfer (automatic),70,153.05,1,0,0,0,0,Fiber optic,0,0,0,0,0,0,1
4513-CXYIX,3/1/2014,No,Two year,1,Credit card (automatic),80.7,5676,1,1,1,0,1,Fiber optic,1,0,0,0,0,0,0
4514-GFCFI,6/1/2018,10/1/2019 0:00,Month-to-month,1,Electronic check,84.75,1350.15,1,1,0,0,1,Fiber optic,0,0,0,0,1,0,1
4518-FZBSX,8/1/2016,No,One year,0,Mailed check,20.25,854.9,0,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
4521-WFJAI,6/1/2015,No,Two year,1,Bank transfer (automatic),25.95,1444.05,0,0,0,0,1,No,-1,-1,-1,-1,-1,-1,0
4521-YEEHE,8/1/2018,No,Month-to-month,1,Electronic check,88.85,1594.75,1,0,1,0,1,Fiber optic,0,0,0,1,1,0,0
4522-AKYLR,1/1/2019,No,Month-to-month,1,Electronic check,54.8,731.3,1,1,0,0,0,DSL,0,1,1,0,0,0,0
4522-XRWWI,8/1/2016,No,One year,0,Credit card (automatic),80.45,3375.9,0,0,1,0,1,DSL,1,0,0,1,1,1,0
4523-WXCEF,12/1/2014,11/1/2019 0:00,Month-to-month,0,Electronic check,101.1,6039.9,1,0,1,0,1,Fiber optic,0,1,0,0,1,1,1
4524-QCSSM,12/1/2017,No,Month-to-month,1,Bank transfer (automatic),44.65,1156.55,0,0,0,0,-1,DSL,1,1,0,0,0,1,0
4525-VZCZG,8/1/2015,No,One year,1,Electronic check,105.85,5826.65,0,0,0,1,0,Fiber optic,1,1,0,1,1,1,0
4526-EXKKN,10/1/2016,No,Two year,1,Mailed check,24.6,973.95,0,0,0,0,1,No,-1,-1,-1,-1,-1,-1,0
4526-RMTLL,6/1/2019,No,Two year,1,Credit card (automatic),76.15,645.8,0,0,1,1,1,DSL,1,1,0,1,0,1,0
4526-ZJJTM,1/1/2018,No,Month-to-month,0,Bank transfer (automatic),88.4,2191.15,1,1,1,0,0,Fiber optic,0,1,1,0,0,1,0
4529-CKBCL,11/1/2019,1/1/2020 0:00,Month-to-month,1,Electronic check,80.2,146.05,1,0,0,0,0,Fiber optic,0,0,0,0,1,0,1
4530-NDRKU,8/1/2016,No,One year,1,Electronic check,19.05,761.85,1,0,1,1,0,No,-1,-1,-1,-1,-1,-1,0
4531-AUZNK,11/1/2015,No,One year,1,Mailed check,95.15,5000.05,1,0,1,1,1,Fiber optic,1,0,0,1,1,0,0
